,Channel,Year,Degree,Level,Nationality,Career,Crypto type,Crypto usage,Crypto knowledge,Duration,Trade performance,Remittance amount,Crypto knowledge source,Influenced family and friends,Intend to use crypto in future
15557,f2f,2024,STEM,1st,South America,Medical,"BTC,NFT",trade,+,1,--,,marketing,Y,N
15558,online,2025,STEM,3rd,Turkey,Medical,"ETH,DOGE","remittance,trans",++,4-5,,50,friends,Y,Y
15559,online,2022,STEM,1st,Africa,Medical,BTC,remittance,+,,,75,friends,Y,Y
15560,online,2023,STEM,MSc,China,Engineering,ETH,"trade,remittance",+,4-5,++,50,friends,N,Y
15561,f2f,2020,STEM,PhD,Europe,Finance,BTC,trade,++,1,--,,friends,Y,N
15562,online,2024,Business,3rd,Turkey,Medical,"BTC,ETH,ALT",remittance,+++,1,,50,family,N,N
15563,online,2021,STEM,2nd,ME,,"ETH,DOGE",trade,+,1,--,,study/research,N,Y
15564,online,2022,Business,MSc,China,Engineering,"BTC,ETH","trade,remittance,trans",,4-5,+++,100,marketing,Y,Y
15565,f2f,2024,STEM,PhD,Turkey,Technology,BTC,remittance,+++,11-3,,75,friends,Y,Y
15566,f2f,2024,Humanities,3rd,Europe,Legal,"ETH,ALT",remittance,+,5+,,25,friends,Y,Y
15567,online,2020,Humanities,MSc,China,Legal,"BTC,ETH",trade,+,1,,,marketing,N,N
15568,online,2021,STEM,MSc,Turkey,Medical,NFT,"trade,remittance",+++,4-5,+,,family,Y,N
15569,f2f,2025,STEM,3rd,Europe,Technology,"BTC,ETH","remittance,trans",+++,11,,75,study/research,Y,Y
15570,online,2022,STEM,MSc,ME,Technology,DOGE,"trade,remittance",+,5+,++,50,marketing,Y,N
15571,f2f,2024,Humanities,MSc,Europe,Engineering,ALT,"remittance,trans",++,11,,25,study/research,Y,Y
15572,f2f,2020,Humanities,3rd,China,Legal,"BTC,NFT,DOGE",trade,+,1,--,,friends,Y,N
15573,online,2025,Business,3rd,USA,,"BTC,ALT","remittance,trans",+++,,,50,friends,Y,Y
15574,online,2022,STEM,MSc,ME,Technology,NFT,"trade,remittance",,1,-,75,family,Y,Y
15575,f2f,2023,STEM,2nd,South America,Technology,BTC,"trade,remittance,trans",++,,-,75,family,Y,Y
15576,online,2022,Humanities,Phd,USA,Legal,"BTC,ALT","remittance,trans",++,1,,25,friends,Y,Y
15577,online,2023,Humanities,Phd,India,Technology,"ETH,ALT","remittance,trans",++,11,,50,study/research,Y,Y
15578,online,2020,STEM,PhD,USA,Retail,ETH,"trade,remittance",+++,1,++,,friends,Y,Y
15579,f2f,2022,Humanities,PhD,USA,,"BTC,ALT",remittance,+,1-31-3,,25,marketing,Y,Y
15580,online,2022,Business,3rd,India,Medical,"ETH,DOGE",remittance,+++,11-3,,100,friends,Y,Y
15581,f2f,2023,STEM,Phd,USA,Technology,ALT,"remittance,trans",++,1,,50,study/research,Y,Y
15582,f2f,2023,Business,3rd,India,Finance,ALT,"remittance,trans",+++,4-5,,25,study/research,Y,Y
15583,f2f,2025,Humanities,MSc,Turkey,Legal,"ETH,ALT","remittance,trans",+++,,,75,study/research,Y,N
15584,online,2024,Business,3rd,Turkey,Medical,ETH,"remittance,trans",++,1,,50,study/research,Y,Y
15585,f2f,2024,Humanities,MSc,USA,Finance,BTC,remittance,+++,1-3,,50,family,N,Y
15586,online,2021,STEM,PhD,ME,Finance,BTC,remittance,+++,1,,75,friends,Y,N
15587,online,2024,STEM,Phd,USA,Medical,ALT,"remittance,trans",++,1-3,,75,friends,N,Y
15588,online,2023,Business,1st,Turkey,Finance,"BTC,ALT","remittance,trans",++,4-5,,75,family,Y,Y
15589,online,2025,Business,1st,India,Technology,BTC,"remittance,trans",++,1,,75,study/research,Y,Y
15590,online,2021,Business,1st,ME,Finance,BTC,remittance,++,1-3,,75,marketing,Y,Y
15591,f2f,2024,Business,3rd,Africa,Retail,"BTC,NFT","trade,remittance,trans",++,,-,25,marketing,Y,Y
15592,online,2022,Business,2nd,Africa,Finance,BTC,trade,+++,1,,,study/research,Y,N
15593,f2f,2025,Business,MSc,Turkey,,ALT,"remittance,trans",++,4-5,,100,study/research,Y,N
15594,f2f,2020,Business,2nd,ME,Medical,"ETH,DOGE",trade,++,1-3,++,,marketing,Y,N
15595,online,2021,STEM,MSc,Turkey,Finance,"BTC,ETH","trade,remittance",+,1,++,25,family,N,Y
15596,online,2020,Humanities,1st,USA,Technology,"ETH,NFT,ALT",trade,+,1,+,,marketing,N,Y
15597,online,2021,Business,MSc,Europe,Engineering,NFT,trade,++,4-5,-,,study/research,Y,N
15598,f2f,2022,STEM,1st,India,Finance,BTC,remittance,++,1,,75,family,Y,Y
15599,online,2024,STEM,3rd,USA,,"BTC,ALT",remittance,++,4-5,,75,marketing,Y,Y
15600,f2f,2021,STEM,MSc,China,Finance,"BTC,ETH","trade,remittance",+++,4-5,-,,marketing,N,Y
15601,f2f,2021,STEM,MSc,China,Retail,"BTC,NFT","trade,remittance",+,1-3,--,,family,Y,N
15602,online,2024,STEM,MSc,ME,,"BTC,NFT",trade,++,1,--,,friends,Y,Y
15603,online,2025,STEM,3rd,Europe,Public,"ETH,NFT,ALT","remittance,trans",+++,1,,50,study/research,Y,Y
15604,f2f,2025,Business,MSc,China,Technology,"BTC,ALT","remittance,trans",++,11,,100,study/research,Y,Y
15605,f2f,2021,STEM,MSc,UK,Engineering,"BTC,ETH",trade,+++,4-5,++,,friends,Y,Y
15606,online,2021,Business,MSc,Europe,,"BTC,ALT",remittance,+++,1,,75,marketing,Y,N
15607,online,2021,STEM,PhD,China,Engineering,NFT,"trade,remittance",+++,1,,75,family,Y,Y
15608,f2f,2021,STEM,MSc,Africa,Technology,ETH,"trade,remittance",+++,4-5,+++,50,marketing,Y,Y
15609,online,2025,Humanities,3rd,USA,Engineering,"ETH,ALT","remittance,trans",+++,1-3,,50,study/research,N,N
15610,f2f,2023,Humanities,1st,USA,Retail,BTC,remittance,++,1-31-3,,25,marketing,N,N
15611,online,2020,Humanities,PhD,South America,Public,"BTC,ETH","remittance,trans",++,4-5,,50,study/research,Y,Y
15612,f2f,2022,Business,2nd,Africa,Medical,ETH,remittance,++,11-3,,75,friends,Y,Y
15613,online,2024,Business,PhD,South America,Public,"ETH,DOGE","remittance,trans",+++,4-5,,50,marketing,Y,N
15614,online,2022,Humanities,3rd,USA,Public,"BTC,ETH",trade,++,1,--,,friends,Y,N
15615,online,2023,STEM,MSc,China,Technology,"BTC,ETH","trade,remittance",+++,,+++,25,family,Y,Y
15616,online,2023,Business,Phd,Turkey,Finance,"BTC,ETH","remittance,trans",++,1,,50,study/research,N,Y
15617,online,2020,STEM,MSc,Africa,Technology,"BTC,ETH","trade,remittance",+++,1,-,50,family,Y,Y
15618,online,2023,Humanities,MSc,India,,"BTC,ALT","remittance,trans",++,11,,50,study/research,Y,Y
15619,f2f,2020,STEM,1st,Turkey,Medical,"BTC,NFT,ALT",trade,++,1,--,,friends,N,N
15620,f2f,2023,Humanities,MSc,USA,Medical,ETH,"remittance,trans",+++,1,,50,friends,Y,N
15621,online,2024,Business,PhD,Turkey,Technology,BTC,"trade,remittance,trans",+++,4-5,-,100,friends,Y,N
15622,online,2020,Business,2nd,USA,Engineering,"BTC,NFT",remittance,+++,1-3,,25,marketing,Y,Y
15623,f2f,2021,Humanities,2nd,USA,Finance,"ETH,NFT,ALT",remittance,++,1-3,,25,study/research,Y,N
15624,online,2020,STEM,PhD,Africa,Engineering,"BTC,ETH","trade,remittance,trans",,,+++,25,family,Y,Y
15625,online,2021,STEM,3rd,Europe,Engineering,"BTC,ETH,NFT",trade,+++,5+,+,,study/research,Y,Y
15626,online,2021,Business,MSc,ME,Retail,"BTC,NFT,ALT",trade,++,1,--,,marketing,Y,N
15627,f2f,2023,STEM,MSc,ME,Finance,"BTC,ETH",trade,+++,4-5,,,study/research,Y,Y
15628,online,2022,STEM,2nd,Turkey,,ETH,remittance,++,1,,50,family,Y,Y
15629,online,2022,Humanities,Phd,Europe,Finance,ALT,"remittance,trans",++,1,,25,study/research,Y,Y
15630,online,2025,Business,Phd,India,Technology,"BTC,ALT","remittance,trans",+++,4-5,,100,study/research,Y,Y
15631,f2f,2024,Humanities,3rd,Turkey,Technology,"BTC,ALT","remittance,trans",++,1,,50,study/research,Y,Y
15632,online,2020,Humanities,1st,USA,Medical,DOGE,trade,+,1-3,--,,marketing,Y,N
15633,online,2021,STEM,2nd,Europe,,"BTC,ETH,NFT",trade,++,1-3,--,,marketing,Y,N
15634,online,2021,STEM,3rd,Africa,Retail,NFT,trade,++,1,-,,marketing,N,N
15635,online,2024,Business,Phd,China,Technology,"ETH,ALT","remittance,trans",++,4-5,,50,marketing,Y,Y
15636,f2f,2021,STEM,MSc,Africa,Technology,"BTC,ETH","trade,remittance",,5+,-,25,friends,Y,N
15637,online,2020,Business,MSc,USA,Legal,BTC,remittance,++,,,25,marketing,N,N
15638,online,2022,Business,1st,Turkey,Finance,"ETH,NFT,ALT","remittance,trans",++,1,,75,marketing,N,Y
15639,online,2023,Business,1st,USA,Finance,"BTC,ALT","remittance,trans",+++,1,,25,study/research,Y,Y
15640,online,2024,Business,1st,Africa,Finance,"ETH,NFT,ALT",trade,+,1,++,,friends,N,N
15641,online,2022,Business,Phd,USA,Medical,ALT,"remittance,trans",++,1-3,,50,study/research,Y,Y
15642,online,2025,STEM,3rd,Europe,Legal,ALT,"remittance,trans",++,5+,,50,study/research,Y,Y
15643,f2f,2021,STEM,MSc,Europe,Engineering,"BTC,NFT,ALT",trade,+++,4-5,--,,study/research,N,Y
15644,online,2023,Business,MSc,South America,Technology,ETH,"trade,remittance",+++,,-,25,friends,N,N
15645,f2f,2025,Humanities,1st,South America,Technology,"BTC,ETH,ALT","remittance,trans",++,1,,25,study/research,Y,Y
15646,f2f,2021,STEM,MSc,ME,Technology,"BTC,ETH","trade,remittance",++,1-3,,,friends,Y,Y
15647,online,2023,Humanities,1st,China,Medical,"BTC,NFT,DOGE",trade,+++,1,--,,friends,Y,N
15648,online,2021,STEM,MSc,Africa,Technology,NFT,trade,+++,1-3,+,,study/research,Y,Y
15649,online,2020,Business,PhD,South America,Legal,BTC,remittance,+++,1-31-3,,25,family,Y,N
15650,online,2020,STEM,MSc,Africa,Medical,"BTC,NFT,DOGE",trade,+,1,,,study/research,N,N
15651,f2f,2020,STEM,MSc,Turkey,Finance,ALT,"remittance,trans",+++,,,25,friends,Y,N
15652,online,2022,Humanities,PhD,Africa,Medical,BTC,remittance,++,1-3,,75,family,Y,Y
15653,f2f,2022,STEM,MSc,Europe,Legal,BTC,remittance,++,4-5,,25,marketing,Y,Y
15654,f2f,2023,STEM,3rd,India,Engineering,"BTC,DOGE",remittance,+,4-5,,100,friends,Y,N
15655,online,2023,Business,3rd,China,Engineering,"BTC,ETH",remittance,++,4-5,,50,friends,Y,Y
15656,f2f,2020,Business,PhD,USA,Retail,"ETH,NFT,ALT",remittance,+++,,,25,friends,N,Y
15657,online,2023,STEM,3rd,Turkey,Finance,BTC,"trade,remittance,trans",+++,1-3,++,50,friends,Y,Y
15658,online,2021,Business,1st,USA,Legal,ETH,remittance,+++,5+,,25,family,N,N
15659,online,2022,STEM,3rd,Turkey,Medical,"BTC,NFT",remittance,+++,1-3,,50,family,Y,N
15660,online,2021,STEM,3rd,UK,Engineering,"BTC,ALT",trade,+++,1-3,+++,,study/research,N,Y
15661,f2f,2021,STEM,MSc,USA,Technology,BTC,"trade,remittance",++,,--,50,friends,Y,Y
15662,online,2025,Humanities,MSc,Turkey,Technology,"BTC,ALT","remittance,trans",++,1,,75,study/research,Y,Y
15663,online,2023,Humanities,3rd,South America,Technology,"BTC,ALT","remittance,trans",+++,1-3,,25,marketing,Y,N
15664,online,2024,Humanities,1st,USA,Legal,"BTC,DOGE",trade,+,1,--,,friends,Y,Y
15665,f2f,2021,Business,1st,Turkey,Public,,"remittance,trans",+++,4-5,,75,marketing,N,Y
15666,f2f,2021,STEM,3rd,UK,Finance,BTC,trade,++,1-3,,,study/research,Y,N
15667,f2f,2024,STEM,PhD,UK,Engineering,"ETH,ALT",trade,++,1-3,-,,study/research,Y,N
15668,online,2022,STEM,2nd,ME,Engineering,"BTC,ETH,ALT",remittance,+++,,,75,marketing,N,Y
15669,online,2021,STEM,PhD,Europe,Technology,NFT,"trade,remittance",+++,1,-,100,family,Y,Y
15670,f2f,2025,Business,3rd,India,Legal,"ETH,DOGE","remittance,trans",++,1,,100,study/research,Y,Y
15671,online,2021,Humanities,MSc,Africa,Finance,"ETH,NFT,ALT",trade,+++,1,--,,study/research,Y,N
15672,online,2022,Business,Phd,South America,Technology,"BTC,ALT","remittance,trans",+++,11,,50,family,Y,Y
15673,online,2020,Humanities,1st,ME,Finance,BTC,trade,++,1-3,+,,friends,N,Y
15674,online,2020,STEM,MSc,India,Engineering,"BTC,ETH","trade,remittance",+++,,+++,25,friends,Y,N
15675,online,2022,STEM,MSc,Turkey,Engineering,"NFT,ALT",remittance,+++,4-5,,50,family,Y,Y
15676,online,2021,STEM,1st,USA,Legal,"BTC,NFT,DOGE",trade,+,1,-,,friends,Y,N
15677,f2f,2020,Business,3rd,USA,Legal,BTC,remittance,++,1-3,,25,marketing,N,Y
15678,online,2024,Business,MSc,China,Finance,BTC,"trade,remittance",+,1,-,,family,Y,N
15679,online,2021,STEM,PhD,Europe,Technology,NFT,trade,+++,4-5,,,study/research,Y,N
15680,online,2021,STEM,PhD,UK,Finance,"BTC,ALT",trade,++,4-5,,,study/research,Y,Y
15681,online,2024,Business,Phd,USA,Legal,BTC,remittance,+++,1-3,,50,marketing,N,Y
15682,online,2023,Business,2nd,Europe,Medical,"BTC,NFT,DOGE",trade,+,1,+,,friends,Y,N
15683,online,2024,Business,3rd,India,Retail,ETH,"trade,remittance,trans",+++,1-3,,25,friends,Y,Y
15684,online,2021,STEM,MSc,Europe,,"NFT,ALT",remittance,+,4-5,,25,marketing,Y,N
15685,online,2020,STEM,2nd,Africa,,DOGE,trade,++,1,++,,study/research,Y,N
15686,online,2023,Business,3rd,Europe,Legal,"BTC,ALT","remittance,trans",+++,1,,100,study/research,Y,Y
15687,online,2020,STEM,MSc,Africa,Medical,"BTC,ETH","trade,remittance",,4-5,++,25,study/research,Y,Y
15688,online,2025,Business,3rd,Turkey,Technology,"NFT,ALT","remittance,trans",++,4-5,,25,friends,Y,N
15689,f2f,2020,Business,MSc,Africa,Finance,"BTC,ETH",trade,+,1,,,marketing,Y,Y
15690,f2f,2024,Business,PhD,Europe,Finance,"BTC,ALT","remittance,trans",+++,4-5,,75,study/research,Y,Y
15691,f2f,2020,Humanities,PhD,USA,Finance,"BTC,NFT",remittance,+,1-3,,50,family,N,N
15692,online,2024,Business,3rd,China,,BTC,"remittance,trans",+++,5+,,75,marketing,Y,Y
15693,online,2020,Humanities,1st,South America,Technology,"BTC,ALT",remittance,+++,1-31-3,,75,marketing,N,Y
15694,online,2024,Humanities,1st,USA,Public,"BTC,ALT",trade,+,1,+,,marketing,N,N
15695,online,2021,Business,PhD,Turkey,Finance,"BTC,ETH","remittance,trans",+++,,,100,study/research,Y,Y
15696,f2f,2025,Humanities,PhD,Turkey,Technology,"NFT,ALT","remittance,trans",+++,1-3,,25,study/research,Y,Y
15697,online,2020,Business,PhD,Turkey,Finance,,remittance,+++,,,50,family,Y,N
15698,online,2021,STEM,MSc,Turkey,Technology,"BTC,NFT,DOGE",trade,+++,1,-,,study/research,Y,Y
15699,online,2024,Business,Phd,South America,Retail,"ETH,DOGE","remittance,trans",+++,1-3,,25,family,Y,Y
15700,f2f,2022,STEM,MSc,USA,Retail,"BTC,ALT",remittance,+,1-3,,25,marketing,N,N
15701,online,2021,STEM,MSc,Europe,Engineering,"NFT,ALT",trade,+++,,--,,study/research,N,Y
15702,online,2021,Business,MSc,Turkey,Technology,BTC,"trade,remittance",+++,4-5,,50,family,N,Y
15703,f2f,2021,STEM,PhD,UK,Engineering,"BTC,ETH",trade,+++,4-5,+,,study/research,Y,Y
15704,f2f,2024,STEM,1st,India,Technology,BTC,"remittance,trans",+++,,,75,family,Y,Y
15705,online,2023,Business,3rd,Europe,Technology,ETH,"remittance,trans",++,1,,25,friends,Y,Y
15706,online,2020,STEM,MSc,Africa,Finance,"BTC,NFT,DOGE",trade,++,4-5,,,friends,N,Y
15707,online,2023,STEM,1st,Europe,Finance,"ETH,NFT,ALT","remittance,trans",+++,1,,100,friends,N,Y
15708,online,2021,STEM,MSc,Turkey,Finance,"BTC,ETH","trade,remittance",+++,4-5,-,25,study/research,Y,Y
15709,online,2024,Business,PhD,Turkey,Finance,DOGE,trade,+++,5+,+,,friends,Y,N
15710,f2f,2024,Business,MSc,Turkey,Finance,"BTC,ETH,ALT","remittance,trans",++,4-5,,100,marketing,Y,Y
15711,online,2021,STEM,3rd,ME,Medical,"BTC,ETH",remittance,+,1-3,,50,marketing,N,Y
15712,f2f,2021,Business,Phd,Europe,Retail,ALT,"remittance,trans",+++,4-5,,50,friends,Y,Y
15713,online,2021,Humanities,PhD,ME,Medical,BTC,remittance,++,1-3,,75,friends,Y,Y
15714,f2f,2021,STEM,3rd,UK,Finance,"BTC,ETH",trade,++,4-5,+++,,study/research,Y,Y
15715,online,2022,STEM,2nd,ME,Medical,"ETH,ALT",remittance,+++,1-3,,25,study/research,Y,N
15716,online,2024,STEM,PhD,UK,Finance,"BTC,ETH,ALT",trade,+++,4-5,+++,,study/research,N,Y
15717,online,2024,STEM,3rd,UK,Engineering,ETH,trade,+++,,++,,friends,N,Y
15718,online,2025,STEM,MSc,USA,Finance,BTC,"remittance,trans",+++,4-5,,50,study/research,Y,Y
15719,online,2022,Business,2nd,Turkey,,BTC,remittance,+,1-3,,100,friends,Y,Y
15720,f2f,2023,STEM,MSc,ME,Retail,"ETH,DOGE",trade,+,1,--,,marketing,N,N
15721,f2f,2025,Humanities,PhD,China,Finance,ALT,"remittance,trans",+++,1-3,,50,study/research,Y,Y
15722,online,2020,Business,MSc,South America,Legal,"ETH,DOGE",trade,+,1,--,,marketing,N,Y
15723,online,2020,STEM,1st,ME,,,trade,+,1,--,,marketing,N,N
15724,online,2022,STEM,PhD,China,Retail,"BTC,ETH","trade,remittance",+++,1-3,+++,25,family,Y,N
15725,online,2025,Business,MSc,South America,Engineering,ALT,"remittance,trans",+++,11,,75,marketing,N,Y
15726,online,2022,STEM,PhD,ME,Medical,ETH,remittance,++,1,,75,friends,N,Y
15727,online,2023,Humanities,3rd,South America,Technology,BTC,"remittance,trans",++,1,,50,family,Y,Y
15728,online,2022,Business,MSc,USA,Engineering,BTC,remittance,++,1,,50,marketing,Y,Y
15729,online,2021,Humanities,1st,Turkey,Medical,"NFT,ALT",remittance,++,,,75,family,Y,Y
15730,online,2024,Humanities,3rd,South America,Technology,ALT,"remittance,trans",+++,4-5,,25,marketing,Y,Y
15731,f2f,2021,STEM,MSc,Turkey,Finance,"BTC,ETH",trade,+++,5+,++,,study/research,Y,N
15732,online,2020,Humanities,MSc,USA,Medical,"ETH,ALT",remittance,+++,1-3,,100,marketing,N,N
15733,f2f,2021,STEM,2nd,Africa,Engineering,"BTC,ETH,ALT",remittance,++,1,,75,marketing,Y,N
15734,f2f,2024,Business,3rd,Europe,Public,"BTC,ALT",remittance,++,1-3,,25,marketing,N,N
15735,f2f,2023,Business,3rd,USA,Legal,ETH,remittance,++,1-3,,25,family,Y,Y
15736,f2f,2021,STEM,PhD,UK,Finance,"BTC,DOGE",trade,+++,5+,,,study/research,Y,N
15737,f2f,2021,Business,MSc,China,Technology,NFT,trade,+++,4-5,,,friends,Y,Y
15738,online,2023,STEM,MSc,South America,Engineering,BTC,"trade,remittance",+,5+,+++,50,marketing,N,Y
15739,online,2020,STEM,MSc,Turkey,Finance,,trade,++,1,,,friends,Y,N
15740,online,2021,STEM,MSc,Africa,Retail,BTC,"trade,remittance",+++,1-3,-,,marketing,Y,Y
15741,online,2020,Business,MSc,Turkey,Finance,NFT,trade,++,5+,--,,marketing,Y,N
15742,online,2024,STEM,2nd,ME,Finance,"BTC,ETH,NFT",trade,+,1,--,,family,Y,N
15743,online,2020,Business,2nd,Africa,Finance,ETH,trade,++,1,++,,marketing,Y,Y
15744,f2f,2022,STEM,2nd,Turkey,,"BTC,NFT",remittance,++,11-3,,75,friends,Y,Y
15745,online,2022,Business,MSc,USA,Finance,"BTC,ETH",remittance,+++,4-5,,25,marketing,N,Y
15746,f2f,2020,Business,PhD,South America,Technology,BTC,"trade,remittance,trans",+++,1-3,-,75,family,Y,N
15747,f2f,2020,STEM,MSc,South America,Finance,,remittance,+++,1-3,,25,marketing,Y,N
15748,online,2023,Business,3rd,Europe,Legal,,remittance,+++,1-3,,25,family,N,Y
15749,f2f,2024,Business,3rd,China,Finance,"NFT,ALT",trade,+++,4-5,++,,study/research,Y,Y
15750,f2f,2022,STEM,3rd,Turkey,,"BTC,ETH",remittance,++,1,,75,friends,N,Y
15751,online,2024,Business,MSc,USA,Legal,BTC,remittance,+++,4-5,,25,marketing,Y,Y
15752,online,2022,STEM,MSc,India,Technology,BTC,"trade,remittance",+++,1,,25,study/research,Y,Y
15753,online,2024,Business,PhD,Turkey,Finance,"BTC,ALT","remittance,trans",+++,,,25,family,Y,Y
15754,f2f,2025,STEM,3rd,India,Finance,ETH,"remittance,trans",+++,1-3,,25,marketing,Y,N
15755,f2f,2024,Humanities,PhD,USA,Technology,"ETH,NFT,ALT","remittance,trans",++,1,,50,family,Y,N
15756,online,2023,Business,3rd,USA,Technology,BTC,"remittance,trans",++,1,,50,study/research,Y,Y
15757,online,2021,STEM,PhD,China,Medical,ETH,"trade,remittance",+++,1-3,++,100,friends,Y,Y
15758,online,2022,Humanities,2nd,Europe,Medical,"BTC,ETH",trade,+,1,+,,family,Y,Y
15759,online,2024,Business,Phd,South America,Technology,"NFT,ALT","remittance,trans",++,11,,50,family,N,Y
15760,online,2022,Business,3rd,USA,Public,ETH,remittance,+++,1-3,,25,study/research,Y,N
15761,f2f,2022,STEM,3rd,Europe,Finance,"BTC,ALT",remittance,+++,1,,25,friends,Y,Y
15762,f2f,2025,Business,MSc,USA,Retail,ALT,"remittance,trans",+++,,,100,study/research,Y,Y
15763,online,2021,STEM,MSc,India,Technology,,"trade,remittance",,1,+++,,study/research,Y,Y
15764,online,2025,Humanities,1st,Europe,Legal,ALT,"remittance,trans",++,1,,50,study/research,Y,Y
15765,online,2021,STEM,3rd,Turkey,Technology,NFT,trade,+++,1-3,,,study/research,Y,N
15766,online,2021,STEM,MSc,ME,Technology,"ETH,DOGE",trade,+++,1,+,,friends,Y,Y
15767,online,2020,Humanities,MSc,Europe,,BTC,remittance,+++,1-3,,25,marketing,Y,Y
15768,online,2023,STEM,PhD,South America,Technology,ALT,"remittance,trans",++,1-3,,50,study/research,Y,Y
15769,f2f,2024,Humanities,1st,ME,Medical,"BTC,ETH",trade,++,1,--,,marketing,Y,Y
15770,online,2024,STEM,MSc,Africa,Finance,"BTC,NFT,DOGE",trade,++,1,--,,marketing,N,N
15771,online,2024,Business,MSc,China,Technology,"BTC,ETH","trade,remittance",++,1-3,-,25,marketing,N,Y
15772,online,2022,STEM,3rd,Turkey,,BTC,remittance,+,1,,75,family,Y,Y
15773,online,2023,STEM,3rd,Turkey,Engineering,"BTC,ETH",remittance,++,1,,25,study/research,Y,N
15774,f2f,2024,STEM,MSc,USA,,ETH,"remittance,trans",++,1,,25,study/research,Y,Y
15775,online,2023,Business,PhD,China,,BTC,"remittance,trans",++,4-5,,100,study/research,Y,N
15776,f2f,2020,STEM,1st,USA,Public,NFT,trade,+,1,--,,marketing,Y,Y
15777,f2f,2020,Business,3rd,USA,Retail,"BTC,ALT",remittance,+++,1-3,,25,marketing,Y,Y
15778,online,2021,Humanities,1st,USA,,"BTC,ALT",remittance,+++,5+,,75,marketing,Y,Y
15779,online,2023,Business,3rd,South America,Finance,,"remittance,trans",+++,5+,,25,marketing,Y,N
15780,f2f,2025,STEM,3rd,China,Finance,ETH,"remittance,trans",+++,4-5,,25,study/research,N,Y
15781,online,2024,Humanities,MSc,Europe,Public,"BTC,ETH,ALT","remittance,trans",+++,11,,50,study/research,Y,Y
15782,online,2022,Humanities,PhD,ME,Medical,"BTC,ETH",remittance,++,,,50,friends,Y,N
15783,online,2021,STEM,3rd,Europe,Finance,NFT,trade,++,1,++,,family,Y,N
15784,online,2021,Business,1st,Europe,Public,BTC,remittance,+++,5+,,25,marketing,Y,Y
15785,online,2024,STEM,PhD,ME,Technology,"BTC,ETH","trade,remittance",+++,,++,50,study/research,Y,Y
15786,f2f,2020,STEM,MSc,UK,Engineering,"BTC,ETH,NFT",trade,+++,5+,+,,study/research,N,N
15787,online,2023,STEM,MSc,USA,Technology,DOGE,"trade,remittance,trans",+++,4-5,,25,family,Y,N
15788,online,2025,Humanities,3rd,South America,Medical,"BTC,ALT","remittance,trans",++,1,,25,study/research,Y,Y
15789,f2f,2021,Business,3rd,Europe,Engineering,"BTC,ETH",trade,+++,4-5,,,friends,Y,Y
15790,online,2023,Business,Phd,China,Technology,ALT,"remittance,trans",+++,1,,25,study/research,N,Y
15791,online,2020,Business,MSc,USA,Medical,BTC,"trade,remittance",+++,4-5,++,25,marketing,Y,Y
15792,online,2021,STEM,3rd,USA,Retail,"BTC,ETH","trade,remittance,trans",+++,1-3,+++,,family,Y,Y
15793,f2f,2020,Humanities,2nd,USA,,BTC,remittance,+++,5+,,25,friends,Y,Y
15794,online,2021,Business,MSc,Africa,Technology,"BTC,ETH","trade,remittance",+++,1-3,+++,50,family,N,N
15795,f2f,2021,STEM,MSc,China,Technology,BTC,"trade,remittance",,,++,75,friends,Y,Y
15796,online,2020,STEM,PhD,ME,Finance,BTC,trade,+++,1-3,+++,,study/research,N,Y
15797,f2f,2021,STEM,PhD,UK,Engineering,BTC,trade,+++,4-5,--,,study/research,N,Y
15798,online,2020,Humanities,Phd,USA,,"BTC,ALT",remittance,+++,1-3,,25,friends,Y,Y
15799,f2f,2020,STEM,3rd,USA,Engineering,"BTC,ALT","remittance,trans",++,1-3,,50,study/research,Y,N
15800,online,2024,Business,MSc,South America,Technology,,"remittance,trans",++,,,25,study/research,Y,N
15801,f2f,2024,STEM,MSc,Turkey,,"BTC,ALT","remittance,trans",++,4-5,,25,study/research,Y,Y
15802,online,2024,STEM,PhD,Europe,Legal,BTC,remittance,++,,,25,marketing,Y,N
15803,online,2023,STEM,PhD,China,Retail,BTC,"trade,remittance",+++,1-3,++,,family,Y,N
